fiscal_year,fiscal_quarter,visits,bounces,brand,fiscal_quarter_start_date,fiscal_month,fiscal_week,sales,fiscal_year_start_date,fiscal_week_start_date,fiscal_month_start_date,device_category,date,units,orders
2017,2,,,JAB,2017-05-07,6,24,5711.8900000000003,2017-02-05,2017-07-16,2017-07-09,telesales,2017-07-21,138.0,55.0
2017,2,15417,2686,JAB,2017-05-07,6,24,93616.518629145445,2017-02-05,2017-07-16,2017-07-09,desktop,2017-07-22,1974.0720688418787,631.24017003188101
2017,2,19025,6142,JAB,2017-05-07,6,24,24532.452974717533,2017-02-05,2017-07-16,2017-07-09,mobile,2017-07-22,459.67228397275011,182.26673751328374
2017,2,5420,1176,JAB,2017-05-07,6,24,24678.298396137059,2017-02-05,2017-07-16,2017-07-09,tablet,2017-07-22,493.25564718537106,155.49309245483528
2017,2,,,JAB,2017-05-07,6,24,5608.3800000000001,2017-02-05,2017-07-16,2017-07-09,telesales,2017-07-22,134.0,58.0
2017,2,19663,3516,JAB,2017-05-07,6,25,161866.56978943886,2017-02-05,2017-07-23,2017-07-09,desktop,2017-07-23,3142.165398826342,1043.0086633663366
2017,2,25259,8051,JAB,2017-05-07,6,25,44983.340977539789,2017-02-05,2017-07-23,2017-07-09,mobile,2017-07-23,834.55748750271675,335.50618811881185
2017,2,7042,1528,JAB,2017-05-07,6,25,34983.809233021428,2017-02-05,2017-07-23,2017-07-09,tablet,2017-07-23,746.27711367094105,259.48514851485152
2017,2,,,JAB,2017-05-07,6,25,6996.75,2017-02-05,2017-07-23,2017-07-09,telesales,2017-07-23,182.0,70.0
2017,2,28077,4855,JAB,2017-05-07,6,25,95936.189426348152,2017-02-05,2017-07-23,2017-07-09,desktop,2017-07-24,1707.8272058823529,681.51011235955048
2017,2,21780,5685,JAB,2017-05-07,6,25,19112.045661103708,2017-02-05,2017-07-23,2017-07-09,mobile,2017-07-24,268.19669117647061,125.4876404494382
2017,2,5000,1162,JAB,2017-05-07,6,25,15555.254912548124,2017-02-05,2017-07-23,2017-07-09,tablet,2017-07-24,259.97610294117646,101.00224719101124
2017,2,,,JAB,2017-05-07,6,25,10016.75,2017-02-05,2017-07-23,2017-07-09,telesales,2017-07-24,238.0,100.0
2017,2,26127,5239,JAB,2017-05-07,6,25,108587.23504270772,2017-02-05,2017-07-23,2017-07-09,desktop,2017-07-25,2561.2843410852715,819.22818181818172
2017,2,20871,7843,JAB,2017-05-07,6,25,18525.587007378825,2017-02-05,2017-07-23,2017-07-09,mobile,2017-07-25,439.7953488372093,154.42000000000002
2017,2,5341,1262,JAB,2017-05-07,6,25,15613.957949913549,2017-02-05,2017-07-23,2017-07-09,tablet,2017-07-25,375.92031007751939,129.35181818181817
2017,2,,,JAB,2017-05-07,6,25,6747.6000000000004,2017-02-05,2017-07-23,2017-07-09,telesales,2017-07-25,170.0,68.0
2017,2,26250,4069,JAB,2017-05-07,6,25,200715.95194609798,2017-02-05,2017-07-23,2017-07-09,desktop,2017-07-26,4326.7605633802814,1338.1229508196723
2017,2,20250,6412,JAB,2017-05-07,6,25,31978.990505993541,2017-02-05,2017-07-23,2017-07-09,mobile,2017-07-26,598.94366197183103,231.0281030444965
2017,2,5201,1075,JAB,2017-05-07,6,25,26524.057547908411,2017-02-05,2017-07-23,2017-07-09,tablet,2017-07-26,549.29577464788736,176.8489461358314
2017,2,,,JAB,2017-05-07,6,25,7268.1599999999999,2017-02-05,2017-07-23,2017-07-09,telesales,2017-07-26,313.0,86.0
2017,2,23881,4050,JAB,2017-05-07,6,25,163504.23038591823,2017-02-05,2017-07-23,2017-07-09,desktop,2017-07-27,3724.4363312555652,1159.425016812374
2017,2,18758,5975,JAB,2017-05-07,6,25,25903.280098434352,2017-02-05,2017-07-23,2017-07-09,mobile,2017-07-27,601.85351736420296,209.41156691324815
2017,2,4982,1122,JAB,2017-05-07,6,25,19787.599515647427,2017-02-05,2017-07-23,2017-07-09,tablet,2017-07-27,475.71015138023148,150.16341627437797
2017,2,,,JAB,2017-05-07,6,25,9352.2000000000007,2017-02-05,2017-07-23,2017-07-09,telesales,2017-07-27,198.0,79.0
2017,2,20709,3308,JAB,2017-05-07,6,25,135641.47243090314,2017-02-05,2017-07-23,2017-07-09,desktop,2017-07-28,3235.1865750528541,985.20235294117651
2017,2,16817,5373,JAB,2017-05-07,6,25,26690.620880885806,2017-02-05,2017-07-23,2017-07-09,mobile,2017-07-28,527.54730443974631,191.53882352941179
2017,2,4488,943,JAB,2017-05-07,6,25,16647.676688211057,2017-02-05,2017-07-23,2017-07-09,tablet,2017-07-28,370.26612050739959,122.25882352941176
2017,2,,,JAB,2017-05-07,6,25,6547.7200000000003,2017-02-05,2017-07-23,2017-07-09,telesales,2017-07-28,206.0,75.0
2017,2,17146,2829,JAB,2017-05-07,6,25,139926.02188699023,2017-02-05,2017-07-23,2017-07-09,desktop,2017-07-29,3050.1111369448963,957.76123595505612
2017,2,22043,6877,JAB,2017-05-07,6,25,36618.977403038589,2017-02-05,2017-07-23,2017-07-09,mobile,2017-07-29,790.26086956521738,270.58286516853934
2017,2,5969,1199,JAB,2017-05-07,6,25,31367.900709971171,2017-02-05,2017-07-23,2017-07-09,tablet,2017-07-29,703.62799348988608,225.65589887640451
2017,2,,,JAB,2017-05-07,6,25,6612.5500000000002,2017-02-05,2017-07-23,2017-07-09,telesales,2017-07-29,197.0,93.0
2017,2,18953,4081,JAB,2017-05-07,6,26,58490.508044007605,2017-02-05,2017-07-30,2017-07-09,desktop,2017-07-30,1436.39166284929,452.19886363636368
2017,2,21930,6979,JAB,2017-05-07,6,26,12387.971774476531,2017-02-05,2017-07-30,2017-07-09,mobile,2017-07-30,447.51901053595969,155.82528409090909
2017,2,6539,1659,JAB,2017-05-07,6,26,17078.740181515856,2017-02-05,2017-07-30,2017-07-09,tablet,2017-07-30,367.08932661475035,108.97585227272727
2017,2,,,JAB,2017-05-07,6,26,4784.6300000000001,2017-02-05,2017-07-30,2017-07-09,telesales,2017-07-30,144.0,53.0
2017,2,23750,4690,JAB,2017-05-07,6,26,38945.404028519246,2017-02-05,2017-07-30,2017-07-09,desktop,2017-07-31,749.06175298804783,277.10204081632656
2017,2,15847,5666,JAB,2017-05-07,6,26,10614.553242596126,2017-02-05,2017-07-30,2017-07-09,mobile,2017-07-31,136.93625498007967,47.448979591836739
2017,2,4364,1109,JAB,2017-05-07,6,26,6986.6027288846226,2017-02-05,2017-07-30,2017-07-09,tablet,2017-07-31,140.0019920318725,47.448979591836739
2017,2,,,JAB,2017-05-07,6,26,5483.1300000000001,2017-02-05,2017-07-30,2017-07-09,telesales,2017-07-31,148.0,65.0
2017,2,24155,3855,JAB,2017-05-07,6,26,69257.894870486954,2017-02-05,2017-07-30,2017-07-09,desktop,2017-08-01,1360.2272727272727,482.87087087087087
2017,2,15247,3594,JAB,2017-05-07,6,26,13275.279397173244,2017-02-05,2017-07-30,2017-07-09,mobile,2017-08-01,302.72727272727269,100.92792792792793
2017,2,4365,679,JAB,2017-05-07,6,26,11490.14573233979,2017-02-05,2017-07-30,2017-07-09,tablet,2017-08-01,227.04545454545453,75.201201201201201
2017,2,,,JAB,2017-05-07,6,26,5289.7799999999997,2017-02-05,2017-07-30,2017-07-09,telesales,2017-08-01,149.0,61.0
2017,2,25627,57,JAB,2017-05-07,6,26,55987.314810659933,2017-02-05,2017-07-30,2017-07-09,desktop,2017-08-02,2355.9220438912544,590.69072164948454
2017,2,17467,391,JAB,2017-05-07,6,26,9016.9672329766327,2017-02-05,2017-07-30,2017-07-09,mobile,2017-08-02,575.69931215198164,133.11340206185568
2017,2,4962,86,JAB,2017-05-07,6,26,8405.6579563634168,2017-02-05,2017-07-30,2017-07-09,tablet,2017-08-02,378.37864395676382,83.19587628865979
2017,2,,,JAB,2017-05-07,6,26,5662.46,2017-02-05,2017-07-30,2017-07-09,telesales,2017-08-02,188.0,64.0
2017,2,24277,1235,JAB,2017-05-07,6,26,99196.572724436861,2017-02-05,2017-07-30,2017-07-09,desktop,2017-08-03,1573.1324245374879,574.02516556291391
2017,2,16980,1803,JAB,2017-05-07,6,26,20274.918328790769,2017-02-05,2017-07-30,2017-07-09,mobile,2017-08-03,278.26874391431357,102.54039735099337
2017,2,4817,409,JAB,2017-05-07,6,26,15888.128946772329,2017-02-05,2017-07-30,2017-07-09,tablet,2017-08-03,234.59883154819863,82.434437086092714
2017,2,,,JAB,2017-05-07,6,26,7469.9399999999996,2017-02-05,2017-07-30,2017-07-09,telesales,2017-08-03,224.0,77.0
2017,2,20554,3601,JAB,2017-05-07,6,26,83930.597787807506,2017-02-05,2017-07-30,2017-07-09,desktop,2017-08-04,1531.4970382337103,493.66454689984101
2017,2,15902,4925,JAB,2017-05-07,6,26,13277.73940050405,2017-02-05,2017-07-30,2017-07-09,mobile,2017-08-04,208.79375336564351,74.705882352941174
2017,2,4510,911,JAB,2017-05-07,6,26,8242.5828116884368,2017-02-05,2017-07-30,2017-07-09,tablet,2017-08-04,169.70920840064622,66.629570747217812
2017,2,,,JAB,2017-05-07,6,26,7420.2399999999998,2017-02-05,2017-07-30,2017-07-09,telesales,2017-08-04,154.0,67.0
2017,2,16147,2640,JAB,2017-05-07,6,26,71652.269432040557,2017-02-05,2017-07-30,2017-07-09,desktop,2017-08-05,1320.2527292576419,441.37499999999994
2017,2,19273,6146,JAB,2017-05-07,6,26,14146.220803051827,2017-02-05,2017-07-30,2017-07-09,mobile,2017-08-05,244.87718340611355,101.06250000000001
2017,2,5431,1129,JAB,2017-05-07,6,26,16786.019764907622,2017-02-05,2017-07-30,2017-07-09,tablet,2017-08-05,343.87008733624452,117.5625
2017,2,,,JAB,2017-05-07,6,26,4268.8599999999997,2017-02-05,2017-07-30,2017-07-09,telesales,2017-08-05,85.0,35.0
2017,3,17306,2935,JAB,2017-08-06,7,27,114322.97259014899,2017-02-05,2017-08-06,2017-08-06,desktop,2017-08-06,2069.9566473988439,665.65101387406617
2017,3,20057,5805,JAB,2017-08-06,7,27,18017.034511929978,2017-02-05,2017-08-06,2017-08-06,mobile,2017-08-06,289.48265895953756,138.29028815368196
2017,3,6109,1179,JAB,2017-08-06,7,27,29195.612897920993,2017-02-05,2017-08-06,2017-08-06,tablet,2017-08-06,512.56069364161851,163.05869797225188
2017,3,,,JAB,2017-08-06,7,27,9550.4400000000005,2017-02-05,2017-08-06,2017-08-06,telesales,2017-08-06,133.0,59.0
2017,3,35065,5441,JAB,2017-08-06,7,27,222526.50096796246,2017-02-05,2017-08-06,2017-08-06,desktop,2017-08-07,5259.3959183673469,1660.5851364063969
2017,3,26383,7130,JAB,2017-08-06,7,27,37987.450133737526,2017-02-05,2017-08-06,2017-08-06,mobile,2017-08-07,899.52025117739402,325.0771401693321
2017,3,7038,1178,JAB,2017-08-06,7,27,32282.268898300212,2017-02-05,2017-08-06,2017-08-06,tablet,2017-08-07,695.08383045525909,215.33772342427093
2017,3,,,JAB,2017-08-06,7,27,11740.98,2017-02-05,2017-08-06,2017-08-06,telesales,2017-08-07,264.0,101.0
2017,3,39659,5808,JAB,2017-08-06,7,27,398206.7078199875,2017-02-05,2017-08-06,2017-08-06,desktop,2017-08-08,8902.5248957131444,2534.3846379360889
2017,3,31430,9493,JAB,2017-08-06,7,27,83867.825637360787,2017-02-05,2017-08-06,2017-08-06,mobile,2017-08-08,1885.4692464719981,587.71328056288473
2017,3,8174,1541,JAB,2017-08-06,7,27,61939.936542651791,2017-02-05,2017-08-06,2017-08-06,tablet,2017-08-08,1379.0058578148576,394.90208150102609
2017,3,,,JAB,2017-08-06,7,27,18127.389999999999,2017-02-05,2017-08-06,2017-08-06,telesales,2017-08-08,442.0,156.0
2017,3,24551,4616,JAB,2017-08-06,7,27,74801.075732930403,2017-02-05,2017-08-06,2017-08-06,desktop,2017-08-09,1326.1503674392311,482.51761102603371
2017,3,18169,6132,JAB,2017-08-06,7,27,11972.129463218636,2017-02-05,2017-08-06,2017-08-06,mobile,2017-08-09,259.17919728660257,103.68147013782541
2017,3,4826,1152,JAB,2017-08-06,7,27,11027.68480385092,2017-02-05,2017-08-06,2017-08-06,tablet,2017-08-09,198.67043527416621,64.80091883614088
2017,3,,,JAB,2017-08-06,7,27,8883.9699999999993,2017-02-05,2017-08-06,2017-08-06,telesales,2017-08-09,200.0,76.0
2017,3,21677,4245,JAB,2017-08-06,7,27,89317.174243563539,2017-02-05,2017-08-06,2017-08-06,desktop,2017-08-10,1966.8169803764517,637.33055885850183
2017,3,16646,5517,JAB,2017-08-06,7,27,15935.399548505642,2017-02-05,2017-08-06,2017-08-06,mobile,2017-08-10,367.60993191830198,115.60879904875149
2017,3,4340,1088,JAB,2017-08-06,7,27,11547.636207930835,2017-02-05,2017-08-06,2017-08-06,tablet,2017-08-10,258.57308770524628,78.060642092746733
2017,3,,,JAB,2017-08-06,7,27,4981.3900000000003,2017-02-05,2017-08-06,2017-08-06,telesales,2017-08-10,136.0,61.0
2017,3,20773,4059,JAB,2017-08-06,7,27,82149.312712689876,2017-02-05,2017-08-06,2017-08-06,desktop,2017-08-11,1750.9890995260664,552.09027777777783
2017,3,16561,5699,JAB,2017-08-06,7,27,14240.403735135504,2017-02-05,2017-08-06,2017-08-06,mobile,2017-08-11,314.56919431279624,104.22638888888889
2017,3,4453,1074,JAB,2017-08-06,7,27,12761.86355217458,2017-02-05,2017-08-06,2017-08-06,tablet,2017-08-11,313.44170616113746,86.683333333333337
2017,3,,,JAB,2017-08-06,7,27,6454.9300000000003,2017-02-05,2017-08-06,2017-08-06,telesales,2017-08-11,195.0,77.0
2017,3,18798,3260,JAB,2017-08-06,7,27,121018.60318703143,2017-02-05,2017-08-06,2017-08-06,desktop,2017-08-12,3059.2715137067939,916.37696335078533
2017,3,21904,6857,JAB,2017-08-06,7,27,37408.399478376778,2017-02-05,2017-08-06,2017-08-06,mobile,2017-08-12,870.55923718712745,279.1204188481675
2017,3,6363,1368,JAB,2017-08-06,7,27,23834.167334591744,2017-02-05,2017-08-06,2017-08-06,tablet,2017-08-12,562.16924910607872,176.50261780104714
2017,3,,,JAB,2017-08-06,7,27,7524.6199999999999,2017-02-05,2017-08-06,2017-08-06,telesales,2017-08-12,290.0,79.0
2017,3,18965,3250,JAB,2017-08-06,7,28,139966.18208189294,2017-02-05,2017-08-13,2017-08-06,desktop,2017-08-13,3585.5114488348527,1001.5149409312022
2017,3,21260,6266,JAB,2017-08-06,7,28,32276.159488978679,2017-02-05,2017-08-13,2017-08-06,mobile,2017-08-13,858.03444782168185,250.37873523280055
2017,3,6385,1294,JAB,2017-08-06,7,28,33926.478429128401,2017-02-05,2017-08-13,2017-08-06,tablet,2017-08-13,849.45410334346502,243.10632383599722
2017,3,,,JAB,2017-08-06,7,28,6036.29,2017-02-05,2017-08-13,2017-08-06,telesales,2017-08-13,231.0,64.0
2017,3,29738,5479,JAB,2017-08-06,7,28,153676.72153432778,2017-02-05,2017-08-13,2017-08-06,desktop,2017-08-14,3625.5149812734085,1159.3123456790122
2017,3,24582,8287,JAB,2017-08-06,7,28,37371.385703062253,2017-02-05,2017-08-13,2017-08-06,mobile,2017-08-14,915.26217228464418,294.65432098765433
2017,3,6378,1471,JAB,2017-08-06,7,28,28161.352762609957,2017-02-05,2017-08-13,2017-08-06,tablet,2017-08-14,634.22284644194758,192.03333333333333
2017,3,,,JAB,2017-08-06,7,28,9286.3199999999997,2017-02-05,2017-08-13,2017-08-06,telesales,2017-08-14,279.0,94.0
2017,3,28612,5417,JAB,2017-08-06,7,28,138820.91041245963,2017-02-05,2017-08-13,2017-08-06,desktop,2017-08-15,2683.0730914997293,863.42810985460426
2017,3,22119,7602,JAB,2017-08-06,7,28,35128.429842406687,2017-02-05,2017-08-13,2017-08-06,mobile,2017-08-15,758.05089334055219,252.98546042003233
2017,3,5974,1377,JAB,2017-08-06,7,28,26391.889745133671,2017-02-05,2017-08-13,2017-08-06,tablet,2017-08-15,502.87601515971846,151.5864297253635
2017,3,,,JAB,2017-08-06,7,28,7335.5,2017-02-05,2017-08-13,2017-08-06,telesales,2017-08-15,210.0,70.0
2017,3,25854,4609,JAB,2017-08-06,7,28,109068.35499979499,2017-02-05,2017-08-13,2017-08-06,desktop,2017-08-16,1859.0160626029656,687.24653148345783
2017,3,18868,6044,JAB,2017-08-06,7,28,26058.449967625518,2017-02-05,2017-08-13,2017-08-06,mobile,2017-08-16,372.00988467874794,164.9391675560299
2017,3,4916,1116,JAB,2017-08-06,7,28,15580.225032579561,2017-02-05,2017-08-13,2017-08-06,tablet,2017-08-16,277.97405271828666,101.81430096051228
2017,3,,,JAB,2017-08-06,7,28,8966.9400000000005,2017-02-05,2017-08-13,2017-08-06,telesales,2017-08-16,161.0,67.0
2017,3,24867,4119,JAB,2017-08-06,7,28,127415.69988518348,2017-02-05,2017-08-13,2017-08-06,desktop,2017-08-17,2561.1376673040154,839.91605166051659
2017,3,18124,5823,JAB,2017-08-06,7,28,19579.552997478753,2017-02-05,2017-08-13,2017-08-06,mobile,2017-08-17,343.36360739324408,139.14575645756457
2017,3,5014,1081,JAB,2017-08-06,7,28,19941.487117337783,2017-02-05,2017-08-13,2017-08-06,tablet,2017-08-17,370.49872530274058,113.93819188191883
2017,3,,,JAB,2017-08-06,7,28,7116.6899999999996,2017-02-05,2017-08-13,2017-08-06,telesales,2017-08-17,192.0,75.0
2017,3,20632,3560,JAB,2017-08-06,7,28,118912.03804823705,2017-02-05,2017-08-13,2017-08-06,desktop,2017-08-18,2331.172076788831,762.61340206185571
2017,3,16850,5385,JAB,2017-08-06,7,28,17529.829284509549,2017-02-05,2017-08-13,2017-08-06,mobile,2017-08-18,299.69249563699827,112.71649484536083
2017,3,4593,980,JAB,2017-08-06,7,28,20516.632667253518,2017-02-05,2017-08-13,2017-08-06,tablet,2017-08-18,340.13542757417099,109.67010309278351
2017,3,,,JAB,2017-08-06,7,28,8659.4300000000003,2017-02-05,2017-08-13,2017-08-06,telesales,2017-08-18,141.0,52.0
2017,3,17216,3019,JAB,2017-08-06,7,28,109333.03208494569,2017-02-05,2017-08-13,2017-08-06,desktop,2017-08-19,2304.3253525746145,705.88164493480451
2017,3,20397,6423,JAB,2017-08-06,7,28,29536.732427715957,2017-02-05,2017-08-13,2017-08-06,mobile,2017-08-19,573.93178091177435,195.73119358074223
2017,3,5731,1229,JAB,2017-08-06,7,28,20298.815487338372,2017-02-05,2017-08-13,2017-08-06,tablet,2017-08-19,398.74286651361103,136.38716148445337
2017,3,,,JAB,2017-08-06,7,28,6096.6499999999996,2017-02-05,2017-08-13,2017-08-06,telesales,2017-08-19,127.0,57.0
2017,3,16769,2865,JAB,2017-08-06,7,29,131579.22900164218,2017-02-05,2017-08-20,2017-08-06,desktop,2017-08-20,2597.1371210051898,855.38411669367906
2017,3,19892,6167,JAB,2017-08-06,7,29,32448.487430985821,2017-02-05,2017-08-20,2017-08-06,mobile,2017-08-20,641.65801693526362,229.41734197730958
2017,3,5918,1246,JAB,2017-08-06,7,29,30974.333567372119,2017-02-05,2017-08-20,2017-08-06,tablet,2017-08-20,612.2048620595466,196.19854132901136
2017,3,,,JAB,2017-08-06,7,29,6073.8000000000002,2017-02-05,2017-08-20,2017-08-06,telesales,2017-08-20,148.0,49.0
2017,3,23437,4902,JAB,2017-08-06,7,29,85193.466018188832,2017-02-05,2017-08-20,2017-08-06,desktop,2017-08-21,1486.5542041248018,612.81559405940595
2017,3,18314,6345,JAB,2017-08-06,7,29,14956.041673115622,2017-02-05,2017-08-20,2017-08-06,mobile,2017-08-21,322.28239026969857,139.51113861386139
2017,3,4859,1176,JAB,2017-08-06,7,29,10666.222308695547,2017-02-05,2017-08-20,2017-08-06,tablet,2017-08-21,209.16340560549972,82.67326732673267
2017,3,,,JAB,2017-08-06,7,29,7259.29,2017-02-05,2017-08-20,2017-08-06,telesales,2017-08-21,179.0,72.0
2017,3,26524,5474,JAB,2017-08-06,7,29,108028.55269978517,2017-02-05,2017-08-20,2017-08-06,desktop,2017-08-22,2015.0418195157738,816.27906976744191
2017,3,20738,6537,JAB,2017-08-06,7,29,24295.944311620668,2017-02-05,2017-08-20,2017-08-06,mobile,2017-08-22,475.57446808510639,226.74418604651163
2017,3,5507,1326,JAB,2017-08-06,7,29,18179.372988594114,2017-02-05,2017-08-20,2017-08-06,tablet,2017-08-22,303.38371239911959,126.97674418604652
2017,3,,,JAB,2017-08-06,7,29,6480.6599999999999,2017-02-05,2017-08-20,2017-08-06,telesales,2017-08-22,169.0,72.0
2017,3,23469,4320,JAB,2017-08-06,7,29,101674.37288419492,2017-02-05,2017-08-20,2017-08-06,desktop,2017-08-23,1919.6557768924304,773.2176414189837
2017,3,15916,4498,JAB,2017-08-06,7,29,19701.712853198303,2017-02-05,2017-08-20,2017-08-06,mobile,2017-08-23,378.05258964143428,176.50623202301054
2017,3,4338,916,JAB,2017-08-06,7,29,13096.744262606764,2017-02-05,2017-08-20,2017-08-06,tablet,2017-08-23,246.29163346613547,96.276126558005757
2017,3,,,JAB,2017-08-06,7,29,9616.3400000000001,2017-02-05,2017-08-20,2017-08-06,telesales,2017-08-23,175.0,84.0
2017,3,25539,5264,JAB,2017-08-06,7,29,130999.959129454,2017-02-05,2017-08-20,2017-08-06,desktop,2017-08-24,2848.1431792559188,998.02204724409455
2017,3,18025,5481,JAB,2017-08-06,7,29,23278.297020370734,2017-02-05,2017-08-20,2017-08-06,mobile,2017-08-24,485.93912063134155,177.56220472440947
2017,3,4911,1050,JAB,2017-08-06,7,29,16715.483850175198,2017-02-05,2017-08-20,2017-08-06,tablet,2017-08-24,349.91770011273957,120.41574803149607
2017,3,,,JAB,2017-08-06,7,29,8280.8400000000001,2017-02-05,2017-08-20,2017-08-06,telesales,2017-08-24,217.0,88.0
2017,3,21449,4113,JAB,2017-08-06,7,29,120598.74056522796,2017-02-05,2017-08-20,2017-08-06,desktop,2017-08-25,2686.518252543387,900.64279696714414
2017,3,15561,4648,JAB,2017-08-06,7,29,21487.739749913948,2017-02-05,2017-08-20,2017-08-06,mobile,2017-08-25,479.81089168162777,186.90648694187027
2017,3,4421,929,JAB,2017-08-06,7,29,17011.609684858104,2017-02-05,2017-08-20,2017-08-06,tablet,2017-08-25,365.67085577498506,131.45071609098568
2017,3,,,JAB,2017-08-06,7,29,5683.1499999999996,2017-02-05,2017-08-20,2017-08-06,telesales,2017-08-25,161.0,65.0
2017,3,16851,3151,JAB,2017-08-06,7,29,105144.38644372777,2017-02-05,2017-08-20,2017-08-06,desktop,2017-08-26,2351.0605961349493,753.53365384615381
2017,3,19411,6086,JAB,2017-08-06,7,29,20135.100516446953,2017-02-05,2017-08-20,2017-08-06,mobile,2017-08-26,450.24828037995411,180.88942307692309
2017,3,5797,1278,JAB,2017-08-06,7,29,20649.893039825343,2017-02-05,2017-08-20,2017-08-06,tablet,2017-08-26,440.69112348509663,140.57692307692309
2017,3,,,JAB,2017-08-06,7,29,6713.8800000000001,2017-02-05,2017-08-20,2017-08-06,telesales,2017-08-26,202.0,62.0
2017,3,17874,3238,JAB,2017-08-06,7,30,130936.59139570872,2017-02-05,2017-08-27,2017-08-06,desktop,2017-08-27,2836.1653746770025,897.00077700077702
2017,3,20178,5754,JAB,2017-08-06,7,30,35262.909191862753,2017-02-05,2017-08-27,2017-08-06,mobile,2017-08-27,679.0516795865633,236.65112665112665
2017,3,6225,1204,JAB,2017-08-06,7,30,37506.1494124284,2017-02-05,2017-08-27,2017-08-06,tablet,2017-08-27,629.78294573643404,196.34809634809633
2017,3,,,JAB,2017-08-06,7,30,5542.3400000000001,2017-02-05,2017-08-27,2017-08-06,telesales,2017-08-27,177.0,66.0
2017,3,26302,5095,JAB,2017-08-06,7,30,105201.80269765366,2017-02-05,2017-08-27,2017-08-06,desktop,2017-08-28,2494.3621465295628,817.87547528517109
2017,3,16335,4905,JAB,2017-08-06,7,30,15967.007908541982,2017-02-05,2017-08-27,2017-08-06,mobile,2017-08-28,377.9016709511568,137.17205323193917
2017,3,5017,1081,JAB,2017-08-06,7,30,18107.449393804403,2017-02-05,2017-08-27,2017-08-06,tablet,2017-08-28,412.73618251928025,129.95247148288973
2017,3,,,JAB,2017-08-06,7,30,2980.6100000000001,2017-02-05,2017-08-27,2017-08-06,telesales,2017-08-28,64.0,15.0
2017,3,31457,6402,JAB,2017-08-06,7,30,90020.313093170873,2017-02-05,2017-08-27,2017-08-06,desktop,2017-08-29,1987.9945788156797,707.61334867663982
2017,3,21522,7280,JAB,2017-08-06,7,30,15844.735294000944,2017-02-05,2017-08-27,2017-08-06,mobile,2017-08-29,299.61843202668894,108.62485615650174
2017,3,6064,1416,JAB,2017-08-06,7,30,10787.901612828184,2017-02-05,2017-08-27,2017-08-06,tablet,2017-08-29,233.38698915763135,82.761795166858462
2017,3,,,JAB,2017-08-06,7,30,2706.4400000000001,2017-02-05,2017-08-27,2017-08-06,telesales,2017-08-29,60.0,30.0
2017,3,32797,6099,JAB,2017-08-06,7,30,200628.85485868418,2017-02-05,2017-08-27,2017-08-06,desktop,2017-08-30,4543.3755954562112,1422.7009502515371
2017,3,23627,7129,JAB,2017-08-06,7,30,34709.580724477797,2017-02-05,2017-08-27,2017-08-06,mobile,2017-08-30,786.02125320630273,280.13359418669648
2017,3,6406,1212,JAB,2017-08-06,7,30,25684.214416837971,2017-02-05,2017-08-27,2017-08-06,tablet,2017-08-30,563.60315133748622,174.16545556176635
2017,3,,,JAB,2017-08-06,7,30,3992.7199999999998,2017-02-05,2017-08-27,2017-08-06,telesales,2017-08-30,178.0,39.0
2017,3,32894,6105,JAB,2017-08-06,7,30,180251.52659732141,2017-02-05,2017-08-27,2017-08-06,desktop,2017-08-31,4351.3052353052353,1403.7056474614944
2017,3,22685,6839,JAB,2017-08-06,7,30,29143.276854215688,2017-02-05,2017-08-27,2017-08-06,mobile,2017-08-31,625.94424494424493,234.64004563605246
2017,3,6692,1384,JAB,2017-08-06,7,30,22564.20654846292,2017-02-05,2017-08-27,2017-08-06,tablet,2017-08-31,551.75051975051974,173.65430690245293
2017,3,,,JAB,2017-08-06,7,30,4928.3699999999999,2017-02-05,2017-08-27,2017-08-06,telesales,2017-08-31,118.0,38.0
2017,3,34871,7255,JAB,2017-08-06,7,30,206429.67949641892,2017-02-05,2017-08-27,2017-08-06,desktop,2017-09-01,5055.2751020408168,1489.3183009963293
2017,3,24550,7273,JAB,2017-08-06,7,30,32396.493110713058,2017-02-05,2017-08-27,2017-08-06,mobile,2017-09-01,859.41877551020411,284.58311484006293
2017,3,7170,1312,JAB,2017-08-06,7,30,34010.217392867962,2017-02-05,2017-08-27,2017-08-06,tablet,2017-09-01,825.30612244897952,236.09858416360777
2017,3,,,JAB,2017-08-06,7,30,4012.0599999999999,2017-02-05,2017-08-27,2017-08-06,telesales,2017-09-01,155.0,51.0
2017,3,29069,6659,JAB,2017-08-06,7,30,184522.49437747805,2017-02-05,2017-08-27,2017-08-06,desktop,2017-09-02,4364.1572263993312,1261.5309973045823
2017,3,29401,8553,JAB,2017-08-06,7,30,54831.825316555369,2017-02-05,2017-08-27,2017-08-06,mobile,2017-09-02,1146.6907268170426,377.41671159029653
2017,3,8996,1618,JAB,2017-08-06,7,30,51474.060305966545,2017-02-05,2017-08-27,2017-08-06,tablet,2017-09-02,988.15204678362568,295.0522911051213
2017,3,,,JAB,2017-08-06,7,30,5721.79,2017-02-05,2017-08-27,2017-08-06,telesales,2017-09-02,143.0,58.0
2017,3,29857,6594,JAB,2017-08-06,8,31,228681.46109042902,2017-02-05,2017-09-03,2017-09-03,desktop,2017-09-03,6187.5448884863581,1682.135832325675
2017,3,31343,8855,JAB,2017-08-06,8,31,60668.805410439942,2017-02-05,2017-09-03,2017-09-03,mobile,2017-09-03,1802.3452960489076,495.11527609834746
